"Sample"	"MLST ST"	"MLST Formula short"	"Ogroup"	"Hgroup"	"stx"	"eae"	"amr genecount"	"amr genecount aquired"	"amr genecount points"	"amr genes"	"amr count classes"	"amr classes"	"amr count subclasses"	"amr subclasses"	"metal genecount"	"metal classes"	"biocide genecount"	"biocide classes"	"acid genecount"	"heat genecount"	"mobile amr genecount"	"mobile amr genes"	"plasmids contigs"	"plasmids cumulativelength"	"plasmids circular"	"count plasmidmarkers"	"plasmidmarkers"	"count vf"	"virulence factors"
"Ec_Lm_40_Ec3"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	13	13	0	"acrF;aph(3'')-Ib;aph(6)-Id;blaCTX-M-15;blaEC;blaTEM;dfrA7;fosX;lin;mdtM;sul1;sul2;tet(A)"	8	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;CEPHALOSPORIN;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	26	149767	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	92	"aap/aspU;actA;aggA;aggB;aggC;aggD;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspI;gspJ;gspK;gspL;gspM;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;pic;plcA;plcB;prfA;prsA2;sigA;stx2A;stx2B;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_40_Ec4"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	13	12	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM-1;dfrA7;fosX;gyrA_S83A;lin;mdtM;sul1;sul2;tet(A)"	9	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	23	201780	0	3	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107"	92	"aap/aspU;actA;aggA;aggB;aggC;aggD;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;plcA;plcB;prfA;prsA2;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_40_Ec5"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	12	72028	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	142	"actA;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;iap/cwhA;inlA;inlB;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stx2A;stx2B;stxA;toxB;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_40_Ec6"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	11	56524	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	140	"actA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escV;espA;espD;espF;espG;espH;espK;espL1;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyB;hlyD;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_40_Ec7"	"11"	"12;12;8;12;15;2;2"	"O157"	"H7"	"stx2B"	"eae;eaeH"	6	6	0	"acrF;blaEC;emrD;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	1	"EFFLUX"	0	0	0	"None found"	9	86697	1	1	"IncFIB(AP001918)_1"	148	"actA;aslA;astA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;chuV;chuW;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espF;espG;espH;espJ;espK;espL1;espL2;espL4;espM1;espM2;espN;espP;espR1;espR4;espW;espX1;espX2;espX4;espX5;espX6;espX7/nleL;espY1;espY2;espY3;espY4;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gtcA;hly;hlyA;hlyB;hlyC;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;lap;lapB;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleB2;nleC;nleD;nleE;nleF;nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;sepZ/espZ;shuA;shuS;shuT;shuX;shuY;stcE;stx2B;tir;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ykgK/ecpR"
"Ec_Lm_40_Ec8"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	11	64984	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	141	"bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;iap/cwhA;inlA;inlB;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_50_Ec1"	"1046"	"11;3;12;38;2;1;2"	"O111"	"H8"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	1	"EFFLUX"	1	0	0	"None found"	12	59289	0	0	"None found"	137	"actA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entS;escC;escD;escE;escF;escG;escI;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espF;espG;espL1;espM1;espM2;espN;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepD;fepG;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;iap/cwhA;inlA;inlB;inlC;inlF;iucA;iucB;iucC;iucD;iutA;lap;lapB;llsA;llsB;llsD;llsG;llsH;llsP;llsX;llsY;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleC;nleE;nleG7';nleH1;nleH2;oatA;ompA;ospG;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1A;stx1B;stx2A;stx2B;vip"
"Ec_Lm_50_Ec2"	"226"	"7;10;17;6;1;96;1"	"O104"	"H4"	""	"eaeH"	13	12	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM-1;dfrA7;fosX;gyrA_S83A;lin;mdtM;sul1;sul2;tet(A)"	9	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	33	154440	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	91	"actA;aggA;aggB;aggC;aggD;ami;aut;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entD;entE;entF;entS;espR1;espX1;espX4;espX5;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;pic;plcA;plcB;prfA;prsA2;sigA;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_50_Ec3"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	13	13	0	"acrF;aph(3'')-Ib;aph(6)-Id;blaCTX-M-15;blaEC;blaTEM;dfrA7;fosX;lin;mdtM;sul1;sul2;tet(A)"	8	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;CEPHALOSPORIN;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	21	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	37	157785	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	87	"aap/aspU;actA;aggA;aggB;aggC;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espR1;espX1;espX4;espX5;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlK;irp2;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;pic;plcA;plcB;prfA;prsA2;stx2A;stx2B;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_50_Ec4"	"1510"	"32;58;72;24;25;123;55"	"O104"	"H4"	"stx2A;stx2B"	""	13	12	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM-1;dfrA7;fosX;gyrA_S83A;lin;mdtM;sul1;sul2;tet(A)"	9	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	21	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	26	182465	0	3	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107"	90	"aap/aspU;actA;aggA;aggB;aggC;aggD;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fbpA;fepA;fepB;fepC;fepD;fepG;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;pic;plcA;plcB;prfA;prsA2;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_50_Ec5"	"-"	"~16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	16	69274	1	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	136	"actA;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espD;espF;espG;espH;espK;espL1;espL2;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyA;hlyB;hlyC;hpt;iap/cwhA;inlA;inlB;inlK;iucA;iucB;iucC;iucD;iutA;lap;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;stx1B;stx2A;stx2B;stxA;toxB;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_50_Ec6"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	13	53803	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	137	"actA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;east1;efa1;entA;entB;entC;entD;entE;entS;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyB;hlyD;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtX;ykgK/ecpR"
"Ec_Lm_50_Ec7"	"11"	"12;12;8;12;15;2;2"	"O157"	"H7"	"stx2B;stx2dB"	"eae;eaeH"	6	6	0	"acrF;blaEC;emrD;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	1	"EFFLUX"	0	0	0	"None found"	12	83302	0	1	"IncFIB(AP001918)_1"	143	"actA;ami;aslA;astA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;chuV;chuW;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escV;espA;espB;espD;espG;espH;espJ;espK;espL1;espL2;espL4;espM1;espM2;espN;espP;espR1;espR4;espW;espX1;espX2;espX4;espX5;espX6;espX7/nleL;espY1;espY2;espY3;espY4;etgA;fbpA;fdeC;fepA;fepB;fepD;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gtcA;hly;hlyA;hlyB;hlyC;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;lap;lapB;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleB2;nleC;nleD;nleE;nleF;nleH1;nleH2;oatA;ompA;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;sepZ/espZ;shuA;shuS;shuT;shuX;shuY;stcE;stx2B;tir;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ykgK/ecpR"
"Ec_Lm_50_Ec8"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	12	67006	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	134	"bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyB;hlyD;hpt;iap/cwhA;inlA;inlB;inlJ;inlK;irp1;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stxA;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtQ;ybtS;ybtT;ybtU;ykgK/ecpR"
"Ec_Se_10_Ec1"	"1792"	"6;4;12;16;9;192;12"	"O111"	"H8"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	3	3	0	"acrF;blaEC;mdtM"	2	"BETA-LACTAM;EFFLUX"	2	"BETA-LACTAM;EFFLUX"	3	"TELLURIUM"	1	"EFFLUX"	1	0	0	"None found"	10	62943	0	0	"None found"	107	"cesAB;cesD;cesD2;cesF;cesL;cesT;cif;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espF;espG;espK;espL1;espM1;espM2;espN;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;hlyA;hlyB;hlyC;hlyD;iucA;iucB;iucC;iucD;iutA;map;nleA/espI;nleC;nleE;nleG7';nleH1;nleH2;ompA;ospG;paa;sepD;sepL;sepQ/escQ;stx1A;stx1B;stx2A;stx2B"
"Ec_Se_10_Ec2"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	11	10	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM;dfrA7;gyrA_S83A;mdtM;sul1;sul2;tet(A)"	7	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	7	"BETA-LACTAM;EFFLUX;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	25	143647	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	66	"aap/aspU;aggA;aggB;aggC;aggD;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;irp1;irp2;iucA;iucB;iucC;iucD;iutA;ompA;pic;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
